APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,lon,lat,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
5178022037,01/18/2020,Single Family,3110 E EAST SIDE BLVD,LOS ANGELES,CA,90063,14,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.19777,34.04327,POINT (-118.19777 34.04327),24028,515,946,,9,38
2653004157,01/06/2020,Single Family,8805 N CEDROS AVE,LOS ANGELES,CA,91402,6,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.45369,34.23023,POINT (-118.45369 34.23023),19730,149,667,,3,59
5206006009,01/16/2020,Multi-Family,2670 N WORKMAN ST,LOS ANGELES,CA,90031,1,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,SO CAL INSPECTORS VPR,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,-118.21433,34.07854,POINT (-118.21433 34.07854),23448,488,516,,11,1
6087015024,01/28/2020,Single Family,237 W 118TH PL,LOS ANGELES,CA,90061,15,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.27732,33.92567,POINT (-118.27732 33.92567),24355,816,719,7,15,53
5114031021,01/14/2020,Single Family,"1253 E MARTIN LUTHER KING, JR BLVD",LOS ANGELES,CA,90011,9,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.25283,34.01133,POINT (-118.25283 34.01133),22727,710,892,7,13,6
5107027016,03/04/2020,Single Family,1194 E 50TH ST,LOS ANGELES,CA,90011,9,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.25427,33.99789,POINT (-118.25427 33.99789),22727,718,563,7,13,51
4110022011,01/14/2020,Single Family,6421 W FIREBRAND ST,LOS ANGELES,CA,90045,11,OTTO L AUMACK JR C/O Freedom Mortgage,VPR DEPT,317-537-3748,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.40211,33.97496,POINT (-118.40211 33.97496),23676,932,1148,10,10,16
7426022012,01/25/2020,Single Family,1506 E SANDISON ST,LOS ANGELES,CA,90744,15,ERNESTO RAMOS c/o Cenlar FSB,ATHENA SANTOS,609-718-2657,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.24527,33.79429,POINT (-118.24527 33.79429),3350,953,626,,15,15
5480021006,01/24/2020,Multi-Family,1344 1/2 W YOSEMITE DR,LOS ANGELES,CA,90041,14,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.19489,34.13284,POINT (-118.19489 34.13284),23672,364,572,,9,60
2173018007,01/17/2020,Single Family,21222 W MULHOLLAND DR,LOS ANGELES,CA,91364,3,Podium Mortgage Capital,Sarah Richardson,757-452-5138,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.5952,34.143,POINT (-118.5952 34.143),19346,314,657,46,4,49
2615010003,03/10/2020,Single Family,14871 W CHATSWORTH DR,LOS ANGELES,CA,91345,7,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.45704,34.2682,POINT (-118.45704 34.2682),19330,70,380,,1,4
5078033017,01/21/2020,Multi-Family,1224 S FEDORA ST,LOS ANGELES,CA,90006,1,Dbalt 2007-oa1,Douglas Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.29775,34.04825,POINT (-118.29775 34.04825),22723,619,1356,,11,8
6011009033,01/14/2020,Multi-Family,403 1/2 E 71ST ST,LOS ANGELES,CA,90003,9,PennyMac Loan Services,Eric Moore,877-338-3791,"Cyprexx Services, LLC",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,813-339-8202,-118.26726,33.97556,POINT (-118.26726 33.97556),22352,789,996,7,13,46
2109018006,01/21/2020,Single Family,21025 W STAGG ST,LOS ANGELES,CA,93063,3,The Bank of New York Mello,Doug Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.5917,34.21119,POINT (-118.5917 34.21119),4279,276,268,,4,37
6019018021,01/10/2020,Single Family,1041 W 76TH ST,LOS ANGELES,CA,90044,8,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.29335,33.97116,POINT (-118.29335 33.97116),23675,777,1161,7,14,20
2290007029,01/13/2020,Single Family,4947 N ENCINO AVE,LOS ANGELES,CA,91316,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.51449,34.16054,POINT (-118.51449 34.16054),4286,325,328,,6,62
5035018020,01/08/2020,Single Family,1743 W 39TH PL,LOS ANGELES,CA,90062,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.31251,34.01383,POINT (-118.31251 34.01383),24027,731,1016,7,14,32
5114019024,01/28/2020,Multi-Family,986 E 32ND ST 1-4,LOS ANGELES,CA,90011,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.25839,34.01468,POINT (-118.25839 34.01468),22727,706,892,7,13,6
5064025012,01/17/2020,Single Family,2222 S SPAULDING AVE,LOS ANGELES,CA,90016,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.36729,34.03774,POINT (-118.36729 34.03774),23077,887,1104,,12,69
2138025002,01/31/2020,Single Family,21052 W GAULT ST,LOS ANGELES,CA,91303,3,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.59238,34.1991,POINT (-118.59238 34.1991),4278,271,951,,4,37
2156022020,01/13/2020,Single Family,5703 N GEYSER AVE,LOS ANGELES,CA,91356,3,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,Atesa Real Estate,Thessy Onyededum,21151  S western AVE  Los Angeles CA 99501,760-691-9118,-118.54275,34.17478,POINT (-118.54275 34.17478),19339,317,580,,4,10
2642009024,01/07/2020,Single Family,9353 N VARNA AVE,LOS ANGELES,CA,91331,6,NEW AMERICAN FUNDING,KARLA HOWES,949-445-8824,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.43796,34.23996,POINT (-118.43796 34.23996),18907,137,404,,3,41
2106006006,03/12/2020,Single Family,19955 W SATICOY ST,LOS ANGELES,CA,91306,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.56854,34.20848,POINT (-118.56854 34.20848),4282,273,1543,,4,66
5565040021,01/07/2020,Single Family,8661 W ALLENWOOD RD,LOS ANGELES,CA,90046,4,bayview,Willie Walton,714-848-7920,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.38454,34.12014,POINT (-118.38454 34.12014),23677,825,722,11,7,81
5121029024,03/14/2020,Single Family,3805 S WOODLAWN AVE,LOS ANGELES,CA,90011,9,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.27302,34.01284,POINT (-118.27302 34.01284),22727,727,696,7,13,6
2281005003,01/22/2020,Single Family,4346 N SEPULVEDA BLVD,LOS ANGELES,CA,91403,4,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.46854,34.14861,POINT (-118.46854 34.14861),19732,340,679,,7,83
5046029005,02/17/2020,Single Family,3620 S WEST BLVD,LOS ANGELES,CA,90016,10,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.34112,34.02068,POINT (-118.34112 34.02068),23077,663,1007,7,12,17
2104016046,01/06/2020,Single Family,7555 N DONNA AVE,LOS ANGELES,CA,91335,3,PHH,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.54848,34.20789,POINT (-118.54848 34.20789),18909,257,544,,4,12
2409016009,01/22/2020,Single Family,10844 W LULL ST,LOS ANGELES,CA,91352,2,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.36747,34.20925,POINT (-118.36747 34.20925),19335,164,483,,5,21
6109023042,01/21/2020,Single Family,18432 S MARIPOSA AVE,LOS ANGELES,CA,90248,15,The Bank of New York Mello,Doug Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.29801,33.86306,POINT (-118.29801 33.86306),24685,943,798,,15,55
6069026045,01/23/2020,Multi-Family,1704 E 114TH ST,LOS ANGELES,CA,90059,15,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.2433,33.931,POINT (-118.2433 33.931),24354,822,658,7,15,40
5023026007,01/31/2020,Single Family,4234 S 4TH AVE,LOS ANGELES,CA,90008,10,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.32126,34.00622,POINT (-118.32126 34.00622),22725,747,1019,7,12,54
2184022002,01/20/2020,Single Family,17941 W KAREN DR,LOS ANGELES,CA,91316,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52337,34.15538,POINT (-118.52337 34.15538),4286,328,662,,6,62
2617010010,01/03/2020,Single Family,14417 W CLYMER ST,LOS ANGELES,CA,91345,7,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.44706,34.2643,POINT (-118.44706 34.2643),19330,72,303,,1,4
2556003061,01/03/2020,Single Family,8006 W WENTWORTH ST,LOS ANGELES,CA,91040,7,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.30723,34.26678,POINT (-118.30723 34.26678),3221,12,530,,1,7
5001027023,02/05/2020,Single Family,727 W 53RD ST,LOS ANGELES,CA,90037,9,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.28654,33.99429,POINT (-118.28654 33.99429),23668,745,989,7,13,2
2335001020,01/22/2020,Single Family,6545 N TUJUNGA AVE,LOS ANGELES,CA,91606,2,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.37921,34.1898,POINT (-118.37921 34.1898),8889,193,275,,5,13
5424003010,01/17/2020,Multi-Family,2323 W MAYBERRY ST,LOS ANGELES,CA,90026,13,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26341,34.08401,POINT (-118.26341 34.08401),23444,468,634,,8,31
2233013008,01/22/2020,Single Family,6438 N GLORIA AVE,VAN NUYS,CA,91406,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47913,34.18783,POINT (-118.47913 34.18783),19734,226,296,,3,61
5110018018,01/06/2020,Single Family,160 W 48TH ST,LOS ANGELES,CA,90037,9,CHARLIE THOMAS JR C/O JB NUTTER & COMPANY,CINDY COMBS,816-531-5642,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.2761,33.99902,POINT (-118.2761 33.99902),23668,737,655,7,13,
5583013014,01/14/2020,Single Family,2754 N WOODHAVEN DR,LOS ANGELES,CA,90068,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.32146,34.12123,POINT (-118.32146 34.12123),24033,404,543,42,7,64
5493009011,01/15/2020,Single Family,6315 E ELGIN ST,LOS ANGELES,CA,90042,14,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.17992,34.11847,POINT (-118.17992 34.11847),23673,359,575,,9,93
2627007003,03/02/2020,Single Family,8873 N ROSLYNDALE AVE,LOS ANGELES,CA,91331,6,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.42462,34.23083,POINT (-118.42462 34.23083),18907,128,1072,,3,41
2225020002,02/12/2020,Single Family,7033 N MCLENNAN AVE,LOS ANGELES,CA,91406,6,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.50015,34.19846,POINT (-118.50015 34.19846),19734,263,300,,3,61
2677003018,02/10/2020,Single Family,9548 N HAYVENHURST AVE,LOS ANGELES,CA,91343,12,PennyMac Loan Services,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.49354,34.24429,POINT (-118.49354 34.24429),18914,119,1281,,2,87
2507002027,01/21/2020,Single Family,12662 N NORRIS AVE,LOS ANGELES,CA,91342,7,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.44982,34.30042,POINT (-118.44982 34.30042),18912,59,363,,1,47
2420008020,01/23/2020,Single Family,4901 N LEDGE AVE,LOS ANGELES,CA,91601,4,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.35731,34.15971,POINT (-118.35731 34.15971),8488,214,559,,7,5
4327007003,01/18/2020,Multi-Family,10364 W EASTBORNE AVE,LOS ANGELES,CA,90024,5,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.42389,34.05881,POINT (-118.42389 34.05881),23443,858,501,9,6,72
4221022143,02/18/2020,Single Family,5000  CENTINELA AVE,LOS ANGELES,CA,92627,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.41498,33.98647,POINT (-118.41498 33.98647),24031,924,833,10,10,85
5057021001,01/06/2020,Single Family,3001 S POTOMAC AVE,LOS ANGELES,CA,90016,10,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.34405,34.02739,POINT (-118.34405 34.02739),23077,668,925,7,12,17
2178005086,03/03/2020,Single Family,4279 N ELLENITA AVE,LOS ANGELES,CA,91356,3,"Wooshies, inc.",shawn ahdoot,818-987-5367,"wooshies, inc.",shawn ahdoot,20335   Ventura blvd ST 200 woodland hills CA 91364,818-987-5367,-118.56323,34.14763,POINT (-118.56323 34.14763),19339,330,659,,4,10
6016017009,01/06/2020,Single Family,1922 W 66TH ST,LOS ANGELES,CA,90047,8,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.312,33.97903,POINT (-118.312 33.97903),23678,770,1061,7,14,35
2611039011,01/31/2020,Single Family,15222 W CAREY RANCH LANE,LOS ANGELES,CA,91342,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.46365,34.29053,POINT (-118.46365 34.29053),18912,58,642,,1,47
5115030020,01/22/2020,Multi-Family,1139 E 43RD ST,LOS ANGELES,CA,90011,9,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.25554,34.00589,POINT (-118.25554 34.00589),22727,711,664,7,13,51
2353008015,03/30/2020,Non-Residential,5064 N LANKERSHIM BLVD,LOS ANGELES,CA,91601,2,"5066 Lankershim Blvd, LLC",Danielle Fielder,949-701-0172,Back Bay Realty Group,Danielle Fielder,3857   Birch ST 195 Newport Beach CA 92660,949-340-9477,-118.37307,34.16268,POINT (-118.37307 34.16268),8488,210,553,,5,13
6063023018,01/17/2020,Single Family,223 E 106TH ST,LOS ANGELES,CA,90003,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.27093,33.94026,POINT (-118.27093 33.94026),22352,811,361,7,14,45
2249005017,02/25/2020,Multi-Family,14535 W WEDDINGTON ST,VAN NUYS,CA,91411,4,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway  5th F Bayonne NJ 7002,201-746-8715,-118.45006,34.1668,POINT (-118.45006 34.1668),19735,247,346,,7,83
7404032007,01/28/2020,Single Family,826 E OCEANSIDE ST,LOS ANGELES,CA,90744,15,Stearns Lending c/o LoanCare LLC,Tara Williams,757-452-5240,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.26011,33.80393,POINT (-118.26011 33.80393),3350,952,1202,,15,15
2565012036,02/19/2020,Multi-Family,7218 W APPERSON ST,TUJUNGA,CA,91042,7,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Miles Preservation LLC,Adam Miles,27226   Via Industria   Temecula CA 92590,951-234-0673,-118.28922,34.25579,POINT (-118.28922 34.25579),3222,3,221,18,1,7
6004009026,01/06/2020,Multi-Family,839 W 61ST ST,LOS ANGELES,CA,90044,9,PHH,Eric Moore,877-338-3791,"Safegaurd c/o Trustee Corp, PHH",Code Compliance,17100   Gillette AVE  Irvine CA 92614,800-852-8306,-118.28843,33.98473,POINT (-118.28843 33.98473),23675,766,585,7,13,2
2231003010,03/05/2020,Single Family,16415 W GILMORE ST,LOS ANGELES,CA,91406,6,Cenlar FSB,Athena Santos,609-883-3900,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.49079,34.18776,POINT (-118.49079 34.18776),19734,262,298,,3,61
2337015002,01/07/2020,Single Family,11258 W CALIFA ST,LOS ANGELES,CA,91601,2,"Danco, Inc.",Ronald Perlstein,310-842-8235,NULL,NULL,,NULL,-118.3767,34.17751,POINT (-118.3767 34.17751),8488,197,280,,5,13
6004030044,01/07/2020,Single Family,625 W 59TH PL,LOS ANGELES,CA,90044,9,"Danco, Inc.",Ronald Perlstein,310-842-8235,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.2847,33.98606,POINT (-118.2847 33.98606),23675,767,991,7,13,2
2528014048,01/22/2020,Single Family,10145 N BROMONT AVE,LOS ANGELES,CA,91352,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.37766,34.25455,POINT (-118.37766 34.25455),19335,155,1222,8,1,9
2501018016,01/31/2020,Single Family,15416 W MONTE ST,LOS ANGELES,CA,91342,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.46719,34.31799,POINT (-118.46719 34.31799),18912,48,1400,,1,47
5588019001,01/08/2020,Single Family,2500 N GLENDOWER AVE,LOS ANGELES,CA,90027,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29365,34.11441,POINT (-118.29365 34.11441),23445,402,1299,,7,3
2118021010,02/04/2020,Single Family,18751 W LEADWELL ST,LOS ANGELES,CA,91335,3,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.54239,34.20395,POINT (-118.54239 34.20395),18909,250,278,,4,12
5143012021,01/17/2020,Multi-Family,726 S COLUMBIA AVE,LOS ANGELES,CA,90017,1,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.26888,34.05192,POINT (-118.26888 34.05192),23078,568,1378,,11,68
2601028035,01/20/2020,Single Family,12006 N HIGHWATER ROAD,LOS ANGELES,CA,91344,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.5191,34.28959,POINT (-118.5191 34.28959),19329,54,1407,,2,78
5036012009,01/23/2020,Multi-Family,3866 1/2 S LA SALLE AVE,LOS ANGELES,CA,90062,8,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.30554,34.01537,POINT (-118.30554 34.01537),24027,730,1011,7,14,32
6019014039,01/23/2020,Single Family,1113 1/2 W 77TH ST,LOS ANGELES,CA,90044,8,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.29456,33.97034,POINT (-118.29456 33.97034),23675,777,1161,7,14,20
2617004047,02/27/2020,Single Family,14014 W FILMORE ST,LOS ANGELES,CA,91331,6,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43886,34.25899,POINT (-118.43886 34.25899),18907,131,399,,3,41
4329002004,02/24/2020,Single Family,2170  CENTURY PARK,LOS ANGELES,CA,90067,5,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,-118.40998,34.05808,POINT (-118.40998 34.05808),24032,870,1241,9,,75
